rule_def_id,type_code,type_group,type_name,natural_language_condition,rule_expression,reason_text,priority_order,reference_columns,active_flag,effective_from,effective_to,version_no,explanation_template,created_at,updated_at
1,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2024-01-01,,1,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2024-01-01T08:30:00Z,2024-02-01T08:30:00Z
2,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2024-09-01,,2,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2024-09-01T08:30:00Z,2024-10-01T08:30:00Z
3,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2025-05-01,,3,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2025-05-01T08:30:00Z,2025-06-01T08:30:00Z
4,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2026-01-01,,4,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2026-01-01T08:30:00Z,2026-02-01T08:30:00Z
5,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2026-09-01,,5,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2026-09-01T08:30:00Z,2026-10-01T08:30:00Z
6,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2027-05-01,,6,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2027-05-01T08:30:00Z,2027-06-01T08:30:00Z
7,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2028-01-01,,7,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2028-01-01T08:30:00Z,2028-02-01T08:30:00Z
8,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2028-09-01,,8,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2028-09-01T08:30:00Z,2028-10-01T08:30:00Z
9,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2029-05-01,,9,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2029-05-01T08:30:00Z,2029-06-01T08:30:00Z
10,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2030-01-01,,10,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2030-01-01T08:30:00Z,2030-02-01T08:30:00Z
11,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2030-09-01,,11,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2030-09-01T08:30:00Z,2030-10-01T08:30:00Z
12,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2031-05-01,,12,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2031-05-01T08:30:00Z,2031-06-01T08:30:00Z
13,A01,자동지급,비대면 소액 통원,접수경로가 비대면이고 진료구분이 통원이며 총발생의료비가 10만원 이하인 청구,접수경로='비대면' AND 진료구분='통원' AND 총발생의료비<=100000,소액·비대면·통원은 분쟁 및 부지급/삭감 발생 확률이 낮음,101,"접수경로,진료구분,총발생의료비",Y,2032-01-01,,13,비대면 소액 통원에 해당하면 자동지급로 판정한다.,2032-01-01T08:30:00Z,2032-02-01T08:30:00Z
14,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2024-02-01,,1,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2024-02-01T08:30:00Z,2024-03-01T08:30:00Z
15,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2024-10-01,,2,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2024-10-01T08:30:00Z,2024-11-01T08:30:00Z
16,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2025-06-01,,3,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2025-06-01T08:30:00Z,2025-07-01T08:30:00Z
17,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2026-02-01,,4,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2026-02-01T08:30:00Z,2026-03-01T08:30:00Z
18,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2026-10-01,,5,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2026-10-01T08:30:00Z,2026-11-01T08:30:00Z
19,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2027-06-01,,6,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2027-06-01T08:30:00Z,2027-07-01T08:30:00Z
20,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2028-02-01,,7,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2028-02-01T08:30:00Z,2028-03-01T08:30:00Z
21,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2028-10-01,,8,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2028-10-01T08:30:00Z,2028-11-01T08:30:00Z
22,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2029-06-01,,9,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2029-06-01T08:30:00Z,2029-07-01T08:30:00Z
23,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2030-02-01,,10,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2030-02-01T08:30:00Z,2030-03-01T08:30:00Z
24,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2030-10-01,,11,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2030-10-01T08:30:00Z,2030-11-01T08:30:00Z
25,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2031-06-01,,12,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2031-06-01T08:30:00Z,2031-07-01T08:30:00Z
26,A02,자동지급,입원 제증명료 단순건,진료구분이 입원이고 비급여 항목이 제증명료만 존재하는 청구,진료구분='입원' AND 비급여_제증명료>0 AND (비급여_sum = 비급여_제증명료),비급여가 제증명료뿐이라 분쟁성 비급여 항목이 없어 리스크 낮음,102,"진료구분,비급여_sum,비급여_제증명료",Y,2032-02-01,,13,입원 제증명료 단순건에 해당하면 자동지급로 판정한다.,2032-02-01T08:30:00Z,2032-03-01T08:30:00Z
27,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2024-03-01,,1,통원 급여전용건에 해당하면 자동지급로 판정한다.,2024-03-01T08:30:00Z,2024-04-01T08:30:00Z
28,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2024-11-01,,2,통원 급여전용건에 해당하면 자동지급로 판정한다.,2024-11-01T08:30:00Z,2024-12-01T08:30:00Z
29,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2025-07-01,,3,통원 급여전용건에 해당하면 자동지급로 판정한다.,2025-07-01T08:30:00Z,2025-08-01T08:30:00Z
30,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2026-03-01,,4,통원 급여전용건에 해당하면 자동지급로 판정한다.,2026-03-01T08:30:00Z,2026-04-01T08:30:00Z
31,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2026-11-01,,5,통원 급여전용건에 해당하면 자동지급로 판정한다.,2026-11-01T08:30:00Z,2026-12-01T08:30:00Z
32,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2027-07-01,,6,통원 급여전용건에 해당하면 자동지급로 판정한다.,2027-07-01T08:30:00Z,2027-08-01T08:30:00Z
33,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2028-03-01,,7,통원 급여전용건에 해당하면 자동지급로 판정한다.,2028-03-01T08:30:00Z,2028-04-01T08:30:00Z
34,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2028-11-01,,8,통원 급여전용건에 해당하면 자동지급로 판정한다.,2028-11-01T08:30:00Z,2028-12-01T08:30:00Z
35,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2029-07-01,,9,통원 급여전용건에 해당하면 자동지급로 판정한다.,2029-07-01T08:30:00Z,2029-08-01T08:30:00Z
36,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2030-03-01,,10,통원 급여전용건에 해당하면 자동지급로 판정한다.,2030-03-01T08:30:00Z,2030-04-01T08:30:00Z
37,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2030-11-01,,11,통원 급여전용건에 해당하면 자동지급로 판정한다.,2030-11-01T08:30:00Z,2030-12-01T08:30:00Z
38,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2031-07-01,,12,통원 급여전용건에 해당하면 자동지급로 판정한다.,2031-07-01T08:30:00Z,2031-08-01T08:30:00Z
39,A03,자동지급,통원 급여전용건,진료구분이 통원이고 비급여가 0원(급여 항목만 청구),진료구분='통원' AND 비급여_sum=0,비급여 미발생으로 약관 해석·삭감 분쟁 여지가 적음,103,"진료구분,비급여_sum",Y,2032-03-01,,13,통원 급여전용건에 해당하면 자동지급로 판정한다.,2032-03-01T08:30:00Z,2032-04-01T08:30:00Z
40,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2024-04-01,,1,실손24 소액건에 해당하면 자동지급로 판정한다.,2024-04-01T08:30:00Z,2024-05-01T08:30:00Z
41,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2024-12-01,,2,실손24 소액건에 해당하면 자동지급로 판정한다.,2024-12-01T08:30:00Z,2025-01-01T08:30:00Z
42,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2025-08-01,,3,실손24 소액건에 해당하면 자동지급로 판정한다.,2025-08-01T08:30:00Z,2025-09-01T08:30:00Z
43,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2026-04-01,,4,실손24 소액건에 해당하면 자동지급로 판정한다.,2026-04-01T08:30:00Z,2026-05-01T08:30:00Z
44,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2026-12-01,,5,실손24 소액건에 해당하면 자동지급로 판정한다.,2026-12-01T08:30:00Z,2027-01-01T08:30:00Z
45,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2027-08-01,,6,실손24 소액건에 해당하면 자동지급로 판정한다.,2027-08-01T08:30:00Z,2027-09-01T08:30:00Z
46,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2028-04-01,,7,실손24 소액건에 해당하면 자동지급로 판정한다.,2028-04-01T08:30:00Z,2028-05-01T08:30:00Z
47,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2028-12-01,,8,실손24 소액건에 해당하면 자동지급로 판정한다.,2028-12-01T08:30:00Z,2029-01-01T08:30:00Z
48,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2029-08-01,,9,실손24 소액건에 해당하면 자동지급로 판정한다.,2029-08-01T08:30:00Z,2029-09-01T08:30:00Z
49,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2030-04-01,,10,실손24 소액건에 해당하면 자동지급로 판정한다.,2030-04-01T08:30:00Z,2030-05-01T08:30:00Z
50,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2030-12-01,,11,실손24 소액건에 해당하면 자동지급로 판정한다.,2030-12-01T08:30:00Z,2031-01-01T08:30:00Z
51,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2031-08-01,,12,실손24 소액건에 해당하면 자동지급로 판정한다.,2031-08-01T08:30:00Z,2031-09-01T08:30:00Z
