rule_def_id,type_code,type_group,type_name,natural_language_condition,rule_expression,reason_text,priority_order,reference_columns,active_flag,effective_from,effective_to,version_no,explanation_template,created_at,updated_at
52,A04,자동지급,실손24 소액건,접수경로가 실손24(전자청구)이고 총발생의료비가 5만원 이하,접수경로='실손24' AND 총발생의료비<=50000,전자청구 채널 신뢰도 + 소액으로 리스크 낮음,104,"접수경로,총발생의료비",Y,2032-04-01,,13,실손24 소액건에 해당하면 자동지급로 판정한다.,2032-04-01T08:30:00Z,2032-05-01T08:30:00Z
53,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2024-05-01,,1,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2024-05-01T08:30:00Z,2024-06-01T08:30:00Z
54,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2025-01-01,,2,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2025-01-01T08:30:00Z,2025-02-01T08:30:00Z
55,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2025-09-01,,3,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2025-09-01T08:30:00Z,2025-10-01T08:30:00Z
56,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2026-05-01,,4,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2026-05-01T08:30:00Z,2026-06-01T08:30:00Z
57,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2027-01-01,,5,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2027-01-01T08:30:00Z,2027-02-01T08:30:00Z
58,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2027-09-01,,6,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2027-09-01T08:30:00Z,2027-10-01T08:30:00Z
59,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2028-05-01,,7,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2028-05-01T08:30:00Z,2028-06-01T08:30:00Z
60,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2029-01-01,,8,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2029-01-01T08:30:00Z,2029-02-01T08:30:00Z
61,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2029-09-01,,9,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2029-09-01T08:30:00Z,2029-10-01T08:30:00Z
62,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2030-05-01,,10,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2030-05-01T08:30:00Z,2030-06-01T08:30:00Z
63,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2031-01-01,,11,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2031-01-01T08:30:00Z,2031-02-01T08:30:00Z
64,A05,자동지급,검증된 반복 통원,통원이며 직전 동일병원·동일진단 청구가 자동지급된 이력이 있는 정형 반복청구(물리치료/재활 등),진료구분='통원' AND 직전유사청구_자동지급이력여부='Y',이미 검증된 정형 반복청구로 추가 심사 실익이 낮음,105,"진료구분,직전유사청구_자동지급이력여부",Y,2031-09-01,,12,검증된 반복 통원에 해당하면 자동지급로 판정한다.,2031-09-01T08:30:00Z,2031-10-01T08:30:00Z
65,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2024-06-01,,1,급여 단순건에 해당하면 자동지급로 판정한다.,2024-06-01T08:30:00Z,2024-07-01T08:30:00Z
66,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2025-02-01,,2,급여 단순건에 해당하면 자동지급로 판정한다.,2025-02-01T08:30:00Z,2025-03-01T08:30:00Z
67,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2025-10-01,,3,급여 단순건에 해당하면 자동지급로 판정한다.,2025-10-01T08:30:00Z,2025-11-01T08:30:00Z
68,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2026-06-01,,4,급여 단순건에 해당하면 자동지급로 판정한다.,2026-06-01T08:30:00Z,2026-07-01T08:30:00Z
69,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2027-02-01,,5,급여 단순건에 해당하면 자동지급로 판정한다.,2027-02-01T08:30:00Z,2027-03-01T08:30:00Z
70,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2027-10-01,,6,급여 단순건에 해당하면 자동지급로 판정한다.,2027-10-01T08:30:00Z,2027-11-01T08:30:00Z
71,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2028-06-01,,7,급여 단순건에 해당하면 자동지급로 판정한다.,2028-06-01T08:30:00Z,2028-07-01T08:30:00Z
72,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2029-02-01,,8,급여 단순건에 해당하면 자동지급로 판정한다.,2029-02-01T08:30:00Z,2029-03-01T08:30:00Z
73,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2029-10-01,,9,급여 단순건에 해당하면 자동지급로 판정한다.,2029-10-01T08:30:00Z,2029-11-01T08:30:00Z
74,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2030-06-01,,10,급여 단순건에 해당하면 자동지급로 판정한다.,2030-06-01T08:30:00Z,2030-07-01T08:30:00Z
75,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2031-02-01,,11,급여 단순건에 해당하면 자동지급로 판정한다.,2031-02-01T08:30:00Z,2031-03-01T08:30:00Z
76,A06,자동지급,급여 단순건,비급여가 없고 유의병원이 아닌 단순 급여 청구,비급여_sum=0 AND 유의병원여부='N',비급여·기관 리스크가 모두 없는 단순 청구,106,"비급여_sum,유의병원여부",Y,2031-10-01,,12,급여 단순건에 해당하면 자동지급로 판정한다.,2031-10-01T08:30:00Z,2031-11-01T08:30:00Z
77,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2024-07-01,,1,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2024-07-01T08:30:00Z,2024-08-01T08:30:00Z
78,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2025-03-01,,2,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2025-03-01T08:30:00Z,2025-04-01T08:30:00Z
79,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2025-11-01,,3,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2025-11-01T08:30:00Z,2025-12-01T08:30:00Z
80,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2026-07-01,,4,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2026-07-01T08:30:00Z,2026-08-01T08:30:00Z
81,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2027-03-01,,5,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2027-03-01T08:30:00Z,2027-04-01T08:30:00Z
82,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2027-11-01,,6,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2027-11-01T08:30:00Z,2027-12-01T08:30:00Z
83,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2028-07-01,,7,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2028-07-01T08:30:00Z,2028-08-01T08:30:00Z
84,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2029-03-01,,8,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2029-03-01T08:30:00Z,2029-04-01T08:30:00Z
85,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2029-11-01,,9,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2029-11-01T08:30:00Z,2029-12-01T08:30:00Z
86,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2030-07-01,,10,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2030-07-01T08:30:00Z,2030-08-01T08:30:00Z
87,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2031-03-01,,11,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2031-03-01T08:30:00Z,2031-04-01T08:30:00Z
88,A07,자동지급,경증 단일진단 소액 통원,통원이며 대표 진단코드가 경증코드군에 속하는 단일진단(부상병 없음)이고 총발생의료비가 3만원 이하,진료구분='통원' AND 진단코드 IN(경증코드군) AND 부상병없음='Y' AND 총발생의료비<=30000,경증 급성질환 소액 통원은 종결성이 높고 분쟁 거의 없음,107,"진료구분,진단코드,총발생의료비,부상병없음",Y,2031-11-01,,12,경증 단일진단 소액 통원에 해당하면 자동지급로 판정한다.,2031-11-01T08:30:00Z,2031-12-01T08:30:00Z
89,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2024-08-01,,1,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2024-08-01T08:30:00Z,2024-09-01T08:30:00Z
90,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2025-04-01,,2,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2025-04-01T08:30:00Z,2025-05-01T08:30:00Z
91,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2025-12-01,,3,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2025-12-01T08:30:00Z,2026-01-01T08:30:00Z
92,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2026-08-01,,4,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2026-08-01T08:30:00Z,2026-09-01T08:30:00Z
93,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2027-04-01,,5,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2027-04-01T08:30:00Z,2027-05-01T08:30:00Z
94,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2027-12-01,,6,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2027-12-01T08:30:00Z,2028-01-01T08:30:00Z
95,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2028-08-01,,7,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2028-08-01T08:30:00Z,2028-09-01T08:30:00Z
96,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2029-04-01,,8,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2029-04-01T08:30:00Z,2029-05-01T08:30:00Z
97,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2029-12-01,,9,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2029-12-01T08:30:00Z,2030-01-01T08:30:00Z
98,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2030-08-01,,10,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2030-08-01T08:30:00Z,2030-09-01T08:30:00Z
99,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2031-04-01,,11,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2031-04-01T08:30:00Z,2031-05-01T08:30:00Z
100,A08,자동지급,종합병원 입원 저비급여,병원급이 종합병원 이상이고 입원이며 비급여비중이 20% 이하,"병원급 IN('종합병원','상급종합') AND 진료구분='입원' AND 비급여비중<=0.20",표준치료 중심으로 상급병실료·고가 비급여 등 분쟁 항목 비중이 낮음,108,"병원급,진료구분,비급여비중",Y,2031-12-01,,12,종합병원 입원 저비급여에 해당하면 자동지급로 판정한다.,2031-12-01T08:30:00Z,2032-01-01T08:30:00Z
